Query Text,Cardinality
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND rt.role not like '%Hannah Nicholas%' AND (cn.name like '%A24%') AND chn.name not like '%Captain Marvel%' AND chn.name not like '%Tony Montana%' AND mc.note not like '%Canada%' AND ct.kind in ('production companies','miscellaneous companies','distributors')",282
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('distributors','production companies','miscellaneous companies')",36607784
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('miscellaneous companies','production companies','special effects companies')",14383821
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND t.title not like '%battle%' AND t.title not like '%picture%' AND t.title not like '%island%' AND (chn.name like '%John Wick%' OR chn.name like '%Hermione Granger%')",413
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (cn.name like '%20th Century Fox%' OR cn.name like '%Lionsgate%') AND cn.country_code not in ('tl','tg','to','sg','sr','ci') AND ct.kind in ('special effects companies','production companies') AND (chn.name like '%Tony Montana%' OR chn.name like '%Rocky Balboa%' OR chn.name like '%Vito Corleone%') AND rt.role not like '%Timothy Evans%' AND rt.role not like '%Paul Hughes%'",0
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND cn.name not like '%Amblin Television%' AND (chn.name like '%Jeffrey Lebowski%' OR chn.name like '%Gamora%' OR chn.name like '%Clarice Starling%')",210
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (chn.name like '%Maximus Decimus Meridius%' OR chn.name like '%Indiana Jones%' OR chn.name like '%Batman%' OR chn.name like '%Don Corleone%') AND (mc.note like '%USA%' OR mc.note like '%Denmark%' OR mc.note like '%Portugal%' OR mc.note like '%Russia%' OR mc.note like '%International%')",545
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (cn.name like '%Legendary%' OR cn.name like '%Universal Pictures%') AND (chn.name like '%Frodo Baggins%' OR chn.name like '%Yoda%' OR chn.name like '%John Wick%' OR chn.name like '%Ethan Hunt%' OR chn.name like '%Star-Lord%') AND (mc.note like '%Russia%' OR mc.note like '%International%' OR mc.note like '%Portugal%' OR mc.note like '%Canada%') AND t.production_year < 1996",0
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (cn.name like '%Walt Disney Studios%' OR cn.name like '%20th Century Fox%' OR cn.name like '%Sony Pictures Entertainment%')",592456
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%Denmark%')",88250
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (chn.name like '%The Joker%')",291
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('distributors','special effects companies','miscellaneous companies') AND (mc.note like '%Portugal%') AND (chn.name like '%Captain America%' OR chn.name like '%Black Widow%')",5
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('special effects companies','miscellaneous companies','production companies') AND (chn.name like '%The Joker%' OR chn.name like '%Aquaman%' OR chn.name like '%Rocky Balboa%') AND t.title not like '%hammer%' AND t.title not like '%bottle%' AND t.production_year > 1995",197
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND t.production_year > 2002 AND t.production_year < 2012 AND (t.title like '%island%' OR t.title like '%dream%')",1270
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND mc.note not like '%Sweden%' AND mc.note not like '%Italy%' AND ct.kind not in ('production companies','special effects companies','miscellaneous companies') AND (t.title like '%woman%' OR t.title like '%heart%') AND t.production_year < 1998",9141
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (t.title like '%boy%')",74459
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND t.production_year > 1996 AND t.production_year < 2010",15009430
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND mc.note not like '%France%'",23172251
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND t.production_year < 2004 AND ct.kind in ('special effects companies','miscellaneous companies','production companies')",7841200
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (chn.name like '%Superman%' OR chn.name like '%The Dude%')",1647
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND rt.role not like '%Kara Stevenson, Journalist%' AND rt.role not like '%Rod Glenn%' AND ct.kind not in ('production companies','special effects companies','miscellaneous companies') AND (t.title like '%clock%' OR t.title like '%light%' OR t.title like '%battle%' OR t.title like '%chair%') AND (chn.name like '%Batman%' OR chn.name like '%The Flash%' OR chn.name like '%Neo%' OR chn.name like '%Hermione Granger%' OR chn.name like '%Jack Sparrow%') AND (cn.name like '%DreamWorks Animation%' OR cn.name like '%Amblin Partners%') AND (mc.note like '%China%' OR mc.note like '%USA%' OR mc.note like '%International%' OR mc.note like '%France%' OR mc.note like '%Germany%')",0
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('distributors','special effects companies','miscellaneous companies') AND (mc.note like '%USA%' OR mc.note like '%Australia%' OR mc.note like '%Sweden%') AND (chn.name like '%Aragorn%')",39
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND rt.role not like '%Timothy Evans%' AND rt.role not like '%Katy Monahan Huntley%' AND t.production_year > 2003 AND chn.name not like '%John Wick%' AND (mc.note like '%Greece%') AND ct.kind in ('production companies','distributors')",130086
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%Mexico%' OR mc.note like '%UK%' OR mc.note like '%Canada%' OR mc.note like '%Brazil%') AND chn.name not like '%Neo%' AND chn.name not like '%Captain Jack Sparrow%' AND chn.name not like '%Harley Quinn%' AND chn.name not like '%Deadpool%' AND chn.name not like '%Jack Torrance%'",2254925
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND rt.role not like '%HH%' AND ct.kind not in ('miscellaneous companies','special effects companies','production companies') AND (chn.name like '%Rocky Balboa%' OR chn.name like '%Captain Marvel%' OR chn.name like '%Black Widow%') AND (cn.name like '%Pixar Animation Studios%' OR cn.name like '%20th Century Fox%')",33
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%Portugal%')",138676
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%Canada%' OR mc.note like '%France%' OR mc.note like '%Australia%' OR mc.note like '%UK%' OR mc.note like '%Brazil%' OR mc.note like '%Germany%') AND t.production_year < 2009 AND (t.title like '%fork%')",116
